 a b max[expba,impab]
 SAL SPN         0.553806606470
 SAL GFR          11.0761321294
 SAL CZE         0.553806606470
 SAL ITA          14.9527783747
 ITA SAL          10.5223255229
 SAL SWD          3.32283963882
 SWD SAL          1.10761321294
 SAL DEN          1.10761321294
 SAL LBR          1.87186632987
 LBR SAL          1.87186632987
 EGY SAL         0.149527783747
 SAL TAW          6.27462885131
 TAW SAL          6.36877597441
 SAL JPN          2.76903303235
 NIC COS         0.609187267117
 COS NIC          1.10761321294
 NIC PAN         0.609187267117
 PAN NIC         0.553806606470
 COL NIC         0.553806606470
 VEN NIC          1.10761321294
 NIC PER         0.609187267117
 PER NIC          1.10761321294
 NIC UKG          4.98425945823
 UKG NIC          20.4908444394
 NIC NTH         0.553806606470
 NTH NIC          4.43045285176
 NIC BEL          1.05223255229
 BEL NIC          9.02704768546
 NIC LUX       5.538066064700E-02
 LUX NIC         0.387664624529
 NIC FRN          1.10761321294
 FRN NIC          1.10761321294
 NIC SWZ          11.0761321294
 NIC GFR          5.53806606470
 GFR NIC         0.553806606470
 NIC ITA          1.10761321294
 ITA NIC         0.553806606470
 NIC SWD          5.53806606470
 SWD NIC         0.553806606470
 SAF NIC          1.10761321294
 CHN NIC          1.10761321294
 NIC TAW          2.33706387930
 TAW NIC          29.7781812299
 NIC JPN          1.10761321294
 JPN NIC          1.66141981941
 NIC IND          1.66141981941
 COS PAN         0.553806606470
 PAN COS          2.76903303235
 COL COS          2.76903303235
 VEN COS          2.21522642588
 COS ECU         0.553806606470
 COS PER         0.553806606470
 PER COS         0.553806606470
 COS UKG          13.8451651618
 COS NTH          1.10761321294
 NTH COS          14.3989717682
 COS BEL          3.71050426335
 BEL COS          3.71050426335
 COS LUX         0.166141981941
 LUX COS         0.166141981941
 COS FRN          1.66141981941
 FRN COS          1.10761321294
 COS SWZ          2.21522642588
 SWZ COS          11.0761321294
 COS SPN         0.553806606470
 COS GFR          11.0761321294
 GFR COS          5.53806606470
 COS CZE         0.553806606470
 COS ITA          12.1837453423
 ITA COS          11.0761321294
 COS SWD          1.10761321294
 SAF COS         0.553806606470
 COS TAW          8.84982957139
 TAW COS         0.791943447252
 COS JPN          5.53806606470
 COS IND          1.66141981941
 PAN COL          3.87664624529
 COL PAN          2.76903303235
 VEN PAN          1.66141981941
 PAN ECU          3.32283963882
 PAR PAN         0.553806606470
 PAN CHL          30.4593633559
 PAN ARG          2.21522642588
 PAN UKG          77.5329249058
 PAN NTH          5.53806606470
 NTH PAN          1.10761321294
 PAN BEL          5.31654342211
 PAN LUX         0.221522642588
 PAN FRN          3.87664624529
 FRN PAN          11.0761321294
 PAN SWZ          5.53806606470
 PAN SPN         0.553806606470
 PAN GFR          5.53806606470
 PAN POL          2.21522642588
 PAN ITA          1.66141981941
 PAN ALB       1.661419819410E-02
 ALB PAN       1.661419819410E-02
 PAN SWD          5.53806606470
 PAN NOR          5.53806606470
 PAN DEN         0.553806606470
 PAN TAW          27.6958683896
 TAW PAN          7.98589126530
 PAN JPN          5.53806606470
 PAN PHI         0.553806606470
 PAN NEW          2.21522642588
 COL VEN          5.53806606470
 VEN COL          11.0761321294
 COL ECU          22.7060708653
 ECU COL         0.553806606470
 COL PER          41.5354954853
 PER COL          1.66141981941
 COL BRA          6.09187267117
 COL CHL          6.09187267117
 COL ARG          12.7375519488
 ARG COL          18.2756180135
 COL URU          4.43045285176
 URU COL          3.32283963882
 COL UKG          94.1471230999
 UKG COL          5.53806606470
 COL NTH          13.8451651618
 NTH COL          11.0761321294
 COL BEL          47.8488907990
 BEL COL          11.1868934507
 COL LUX          1.99370378329
 LUX COL         0.443045285176
 COL FRN          33.2283963882
 FRN COL          27.6903303235
 COL SWZ          38.7664624529
 SWZ COL          11.0761321294
 COL SPN          5.53806606470
 COL POR          5.53806606470
 COL GFR          99.6851891646
 GFR COL          91.3780900676
 COL AUS          16.6141981941
 COL CZE          3.32283963882
 COL ITA          27.6903303235
 ITA COL          5.53806606470
 GRC COL          2.76903303235
 COL FIN          7.75329249058
 FIN COL          11.0761321294
 COL SWD          43.7507219111
 SWD COL          27.6903303235
 COL NOR         0.553806606470
 COL DEN          3.32283963882
 COL SAF          5.53806606470
 LEB COL         0.553806606470
 COL TAW          26.6491739033
 TAW COL          9.20426579953
 COL JPN          5.53806606470
 JPN COL          5.53806606470
 BHU COL         0.105223255229
 COL PHI          19.3832312265
 COL AUL         0.553806606470
 VEN ECU          11.0761321294
 VEN PER          16.6141981941
 VEN BRA          11.0761321294
 BRA VEN          326.745897817
 VEN CHL          2.21522642588
 CHL VEN          5.53806606470
 VEN ARG          22.1522642588
 ARG VEN          275.241883416
 VEN URU          1.66141981941
 URU VEN          55.3806606470
 VEN UKG          221.522642588
 UKG VEN          249.212972912
 IRE VEN          1.10761321294
 VEN NTH          38.7664624529
 NTH VEN          83.0709909705
 VEN BEL          53.1654342211
 BEL VEN          47.8488907990
 VEN LUX          2.21522642588
 LUX VEN          1.99370378329
 VEN FRN          66.4567927764
 FRN VEN          193.832312265
 VEN SWZ          49.8425945823
 SWZ VEN          11.0761321294
 VEN SPN          16.6141981941
 SPN VEN          16.6141981941
 VEN POR          5.53806606470
 VEN GFR          94.1471230999
 GFR VEN          44.3045285176
 VEN POL          2.76903303235
 VEN AUS          5.53806606470
 VEN CZE          9.41471230999
 VEN ITA          71.9948588411
 ITA VEN          44.3045285176
 VEN YUG          1.66141981941
 FIN VEN          5.53806606470
 VEN SWD          22.1522642588
 SWD VEN          99.6851891646
 VEN NOR          5.53806606470
 NOR VEN          27.6903303235
 VEN DEN          22.1522642588
 DEN VEN          16.6141981941
 ICE VEN          2.21522642588
 VEN SAF          11.0761321294
 SAF VEN          5.53806606470
 EGY VEN          13.2913585553
 VEN SYR         0.553806606470
 SYR VEN         0.553806606470
 VEN JOR         0.869476372158
 JOR VEN         0.869476372158
 ISR VEN          55.3806606470
 VEN CHN          5.53806606470
 VEN TAW          171.879418384
 TAW VEN          7.90282027433
 VEN JPN          16.6141981941
 VEN IND          5.53806606470
 VEN SRI         0.553806606470
 VEN THI         0.553806606470
 VEN PHI          22.1522642588
 AUL VEN          22.1522642588
 NEW VEN          5.53806606470
 ECU PER          6.09187267117
 PER ECU          27.1365237170
 ECU CHL          3.87664624529
 CHL ECU          9.41471230999
 ECU ARG          2.21522642588
 ARG ECU          10.5223255229
 URU ECU          4.43045285176
 ECU UKG          22.1522642588
 UKG ECU          5.53806606470
